DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityStartTimeZone,ActivityEndDate,ActivityEndTime,ActivityEndTimeZone,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-2,m,Probe/Sensor,Specific conductance,,,494.7,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-11,m,Probe/Sensor,Dissolved oxygen (DO),,,5.9,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-0.4,m,Probe/Sensor,Total dissolved solids,,,321.6,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-20,m,Probe/Sensor,Total dissolved solids,,,335,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-18,m,Probe/Sensor,Conductivity,,,346.7,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-12,m,Probe/Sensor,Conductivity,,,350.3,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-5,m,Probe/Sensor,Dissolved oxygen saturation,,,90.4,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-22,m,Probe/Sensor,"Temperature, water",,,7.8,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLECD-4,First Lake,44.77644,-63.67379,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2025-06-17,,,,,,-0.25,m,Water Bottle,Total Coliform,,,,,Actual,Above Detection/Quantification Limit,4838,MPN/100mL,Reporting Limit,,,SM9223B,APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-20,m,Probe/Sensor,Dissolved oxygen (DO),,,1.65,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-15,m,Probe/Sensor,Total dissolved solids,,,330.1,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-8,m,Probe/Sensor,Specific conductance,,,493,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-4,m,Probe/Sensor,Dissolved oxygen (DO),,,8.5,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-2,m,Probe/Sensor,"Temperature, water",,,20,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-0.4,m,Probe/Sensor,"Temperature, water",,,20.2,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-19,m,Probe/Sensor,Dissolved oxygen saturation,,,23.1,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-8,m,Probe/Sensor,"Temperature, water",,,12.2,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-14,m,Probe/Sensor,Dissolved oxygen saturation,,,46.5,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-18,m,Probe/Sensor,Specific conductance,,,511,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-5,m,Probe/Sensor,Conductivity,,,413.9,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-3,m,Probe/Sensor,Salinity,,,0.24,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-5,m,Probe/Sensor,Specific conductance,,,491.7,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLECD-4,First Lake,44.77644,-63.67379,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2025-06-17,,,,,,-0.25,m,Water Bottle,Escherichia coli,,,192,MPN/100mL,Actual,,4838,MPN/100mL,Reporting Limit,,,SM9223B,APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-13,m,Probe/Sensor,pH,,,6.91,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-14,m,Probe/Sensor,"Temperature, water",,,8.7,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-5,m,Probe/Sensor,"Temperature, water",,,16.7,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-7,m,Probe/Sensor,Salinity,,,0.24,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-06-17,,,,,,-16,m,Probe/Sensor,Specific conductance,,,510,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-9,m,Probe/Sensor,pH,,,6.66,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-16,m,Probe/Sensor,Dissolved oxygen saturation,,,1.5,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Zinc,,Dissolved,,,Actual,Below Detection/Quantification Limit,5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-4,m,Probe/Sensor,Conductivity,,,495,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-0.4,m,Probe/Sensor,Dissolved oxygen (DO),,,8.27,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,Sodium,,Dissolved,76.1,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Strontium,,Dissolved,47,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,Iron,,Dissolved,146,ug/L,Actual,,50,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLEC-8,First Lake,44.76942,-63.66715,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2025-07-29,,,,,,-0.25,m,Water Bottle,Escherichia coli,,,2,MPN/100mL,Actual,,4838,MPN/100mL,Reporting Limit,,,SM9223B,APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,"Alkalinity, carbonate",as CaCO3,,30.8,mg/L,Actual,,,,,,,2320B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Nickel,,Dissolved,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-10,m,Probe/Sensor,Salinity,,,0.24,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-12,m,Probe/Sensor,Total dissolved solids,,,325.7,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-2,m,Probe/Sensor,Dissolved oxygen (DO),,,8.4,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,Turbidity,,,0.6,NTU,Actual,,,,,,,2130B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,Orthophosphate,as P,Unfiltered,0.003,mg/L,Actual,,0,mg/L,Reporting Limit,,,G-219-98,Seal,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,Lead,,Dissolved,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Sulfate,,Dissolved,13,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-20,m,Probe/Sensor,pH,,,7.6,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,Molybdenum,,Dissolved,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,Antimony,,Dissolved,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-6,m,Probe/Sensor,Salinity,,,0.24,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-1,m,Probe/Sensor,Specific conductance,,,511,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-7,m,Probe/Sensor,"Temperature, water",,,16,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,Nickel,,Dissolved,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-1,m,Probe/Sensor,Conductivity,,,503,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-18,m,Probe/Sensor,pH,,,6.96,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-18,m,Probe/Sensor,Dissolved oxygen (DO),,,0.15,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-4,m,Probe/Sensor,Dissolved oxygen (DO),,,8.3,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-20,m,Probe/Sensor,Total dissolved solids,,,338.1,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-20,m,Probe/Sensor,Dissolved oxygen saturation,,,1.1,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,Barium,,Dissolved,64,ug/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Chloride,,Dissolved,120,mg/L,Actual,,,,,,,4110B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-10,m,Probe/Sensor,Dissolved oxygen (DO),,,1.34,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-9,m,Probe/Sensor,Dissolved oxygen saturation,,,10,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Silver,,Dissolved,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,True color,,,6.5,TCU,Actual,,5,TCU,Reporting Limit,,,2120C,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-0.4,m,Probe/Sensor,Dissolved oxygen saturation,,,99.4,%,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-1,m,Probe/Sensor,Salinity,,,0.25,ppth,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Uranium,,Dissolved,,,Actual,Below Detection/Quantification Limit,0.5,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-5,m,Probe/Sensor,pH,,,7.89,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-3,m,Probe/Sensor,Total dissolved solids,,,331.5,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-18,m,Probe/Sensor,Conductivity,,,352,uS/cm,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-5,m,Van Dorn Bottle,Inorganic nitrogen (nitrate and nitrite),as N,Unfiltered,,,Actual,Below Detection/Quantification Limit,0.02,mg/L,Reporting Limit,,,G-109-94,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,Antimony,,Dissolved,,,Actual,Below Detection/Quantification Limit,2,ug/L,Reporting Limit,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,True color,,,,,Actual,Below Detection/Quantification Limit,5,TCU,Reporting Limit,,,2120C,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-1,m,Probe/Sensor,pH,,,7.98,None,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-0.4,m,Van Dorn Bottle,"Hardness, carbonate",as CaCO3,Dissolved,47.5,mg/L,Actual,,,,,,,2340B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLEC-7A,First Lake,44.77188,-63.66793,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,2025-07-29,,,,,,-0.25,m,Water Bottle,Total Coliform,,,237,MPN/100mL,Actual,,4838,MPN/100mL,Reporting Limit,,,SM9223B,APHA,ICP-MS,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-6,m,Probe/Sensor,Dissolved oxygen (DO),,,7.98,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-9,m,Probe/Sensor,Dissolved oxygen (DO),,,0.96,mg/L,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,"Alkalinity, carbonate",as CaCO3,,41.3,mg/L,Actual,,,,,,,2320B,APHA,,,,,Nova Scotia Health Authority,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Field Msr/Obs-Portable Data Logger,Surface Water,2025-07-29,,,,,,-12,m,Probe/Sensor,"Temperature, water",,,9.3,deg C,Actual,,,,,,,,YSI,,,,,,
Friends of First Lake Water Quality Monitoring Data,FLDS-1,First Lake,44.77332,-63.66526,WGS84,,,,,Lake/Pond,Sample-Integrated Vertical Profile,Surface Water,2025-07-29,,,,,,-20,m,Van Dorn Bottle,Magnesium,,Dissolved,1.9,mg/L,Actual,,,,,,,"3010,3020,3030,and 3125",APHA,ICP-MS,,,,Nova Scotia Health Authority,
